District,Tehsil,Village/Town,Property_Type,Ownership,Size_sq_m,Market_Price,Stamp_Duty%,Registration%,Broker%,Population,Amenities,Road_Access,Nearest_Neigh_km
Sehore,Ichhawar,Bhatkhedi,Agricultural,Government,2367.6,4137131,7.5,2,5,4217,11,No,14.0
Sehore,Budhni,Pipliya Khurd,Commercial,Private,4593.5,24537799,6.0,2,3,8122,11,No,16.6
Sehore,Jawar,Pipalia,Commercial,Government,8866.6,78818920,6.0,3,0,5914,14,Yes,3.4
Sehore,Shyampur,Bijepur,Agricultural,Cooperative,4182.1,33738520,6.0,3,5,8689,9,Yes,16.6
Sehore,Ichhawar,Harpura Khurd,Industrial,Cooperative,2093.8,15302095,5.0,3,3,7951,3,Yes,7.3
Sehore,Jawar,Rasuliya Kalan,Agricultural,Institutional,1275.9,7253259,5.0,2,1,3057,14,No,0.3
Sehore,Budhni,Mangrola,Commercial,Institutional,10961.7,69162911,7.5,3,1,4963,8,Yes,11.1
Sehore,Jawar,Pipliya Khurd,Agricultural,Government,9720.1,16768313,5.0,2,1,4531,2,No,11.4
Sehore,Ichhawar,Kalapipal Road,Residential,Private,9113.8,56879172,6.0,2,5,7314,1,Yes,8.3
Sehore,Ashta,Jetpura,Agricultural,Private,14446.1,56201859,5.0,2,0,7868,14,No,13.0
Sehore,Ashta,Bilpank,Mixed-use,Private,824.5,5839163,7.5,2,1,6124,13,Yes,10.8
Sehore,Ichhawar,Chandbad,Commercial,Institutional,12558.4,21966766,7.5,2,3,144,12,Yes,8.5
Sehore,Ashta,Kukri,Commercial,Cooperative,7328.9,9514194,6.0,3,3,1866,15,No,16.6
Sehore,Ashta,Gopalpur,Industrial,Government,5912.6,16242557,7.5,3,0,291,10,No,4.6
Sehore,Ichhawar,Bankheri,Agricultural,Cooperative,1424.8,10841729,7.5,2,1,11081,2,Yes,19.7
Sehore,Jawar,Sonda,Residential,Private,9672.3,70999650,6.0,3,5,1576,7,No,2.8
Sehore,Jawar,Pandharinath,Industrial,Institutional,4198.2,31641913,5.0,2,3,2977,8,No,13.2
Sehore,Sehore,Sewas,Agricultural,Cooperative,14269.2,116356262,5.0,3,5,3464,13,No,12.1
Sehore,Ichhawar,Bamuliya Khurd,Residential,Institutional,13209.6,98686491,6.0,3,2,1689,9,No,0.5
Sehore,Budhni,Dewas Naka,Mixed-use,Government,2652.7,17451227,5.0,2,2,9230,4,No,6.2
Sehore,Nasrullaganj,Doraha,Industrial,Government,3347.8,12597114,6.0,2,4,6418,10,No,9.0
Sehore,Ashta,Dhaturiya,Agricultural,Institutional,11608.8,45945134,5.0,3,1,6898,9,Yes,5.7
Sehore,Shyampur,Bhopal Pura,Commercial,Cooperative,11030.4,34522541,7.5,2,0,9808,6,Yes,10.1
Sehore,Rehti,Ladkheda Khurd,Agricultural,Cooperative,11149.4,35046301,5.0,3,5,4613,4,No,15.6
Sehore,Ashta,Rehti,Mixed-use,Government,7196.2,11666628,7.5,3,0,5042,8,No,14.8
Sehore,Nasrullaganj,Amlaha,Industrial,Institutional,4195.0,19533143,6.0,3,0,8933,13,No,16.9
Sehore,Rehti,Sonda Khurd,Agricultural,Cooperative,12748.3,26146621,6.0,2,3,9117,15,Yes,7.4
Sehore,Nasrullaganj,Doraha Mal,Residential,Institutional,12261.8,85493665,7.5,2,0,2493,8,No,18.5
Sehore,Ichhawar,Bagmau,Residential,Private,11673.9,40444500,5.0,3,5,9259,7,Yes,5.9
Sehore,Jawar,Rasuliya,Industrial,Cooperative,576.3,4723010,5.0,2,3,4424,15,No,11.9
Sehore,Jawar,Ladkui,Residential,Cooperative,7287.1,32939535,5.0,2,3,7766,12,Yes,11.0
Sehore,Ichhawar,Banet,Commercial,Cooperative,6201.9,48752971,7.5,3,0,10114,1,No,10.2
Sehore,Sehore,Dhodal,Commercial,Institutional,10169.7,75934153,5.0,3,3,3412,10,No,4.2
Sehore,Ichhawar,Pipliya,Mixed-use,Cooperative,14812.2,17664484,6.0,3,0,11039,11,No,11.5
Sehore,Ichhawar,Bherunda,Industrial,Private,3994.4,31362354,6.0,2,4,6627,11,No,0.7
Sehore,Sehore,Pipalia,Commercial,Private,11457.0,48322798,5.0,2,3,3190,13,Yes,15.4
Sehore,Budhni,Jetpura Khurd,Mixed-use,Government,7398.8,40655061,6.0,3,1,3873,8,Yes,9.2
Sehore,Ashta,Mangrola,Industrial,Institutional,9192.3,21812642,7.5,3,1,544,4,Yes,19.5
Sehore,Budhni,Jetpura Khurd,Commercial,Institutional,4593.1,40954545,7.5,2,0,4674,6,No,9.0
Sehore,Sehore,Kalapipal Road,Commercial,Private,9284.6,70156371,6.0,2,0,6077,5,Yes,19.2
Sehore,Nasrullaganj,Bilpank,Mixed-use,Institutional,9907.6,29354844,5.0,2,5,11163,14,Yes,9.4
Sehore,Budhni,Sonda Khurd,Industrial,Private,5844.6,23467479,7.5,3,5,3683,11,Yes,6.9
Sehore,Ashta,Kachhi Barod,Industrial,Institutional,13246.7,74808752,7.5,2,5,8422,2,No,0.1
Sehore,Shyampur,Shyampur,Residential,Cooperative,891.6,5164697,5.0,3,5,4938,1,No,17.6
Sehore,Jawar,Ichhawar,Mixed-use,Private,7802.3,63869890,5.0,3,1,6638,3,Yes,12.1
Sehore,Sehore,Gunaur,Commercial,Institutional,12507.2,96800456,6.0,2,5,365,8,Yes,10.4
Sehore,Rehti,Bilpank,Commercial,Cooperative,9499.7,16249603,6.0,2,3,9754,11,Yes,14.4
Sehore,Sehore,Barkheda,Commercial,Cooperative,6139.7,12644427,7.5,2,4,2236,14,Yes,4.9
Sehore,Budhni,Paraswada,Residential,Government,14914.4,65179416,7.5,3,2,4462,4,No,16.1
Sehore,Sehore,Ladkheda Khurd,Commercial,Institutional,5063.4,26204945,6.0,2,0,2976,1,No,16.2
Sehore,Ichhawar,Dewas Naka,Commercial,Institutional,3287.0,18977054,7.5,2,1,3700,8,No,5.0
Sehore,Ichhawar,Gunaur,Agricultural,Cooperative,6123.6,46116214,7.5,2,1,10044,7,No,0.1
Sehore,Nasrullaganj,Bagwada,Industrial,Institutional,2063.7,14691152,7.5,3,0,5816,6,Yes,14.0
Sehore,Sehore,Bamuliya,Mixed-use,Private,10522.7,79143544,6.0,3,5,316,4,No,16.6
Sehore,Nasrullaganj,Pipliya,Mixed-use,Government,1853.3,14815700,7.5,3,3,4125,9,No,5.6
Sehore,Sehore,Sonda,Commercial,Government,14414.1,41030725,5.0,3,3,7645,10,No,5.7
Sehore,Budhni,Paraswada,Agricultural,Institutional,8538.9,41642635,7.5,2,1,877,5,Yes,12.1
Sehore,Sehore,Banet,Commercial,Cooperative,8490.0,17238834,6.0,3,3,1240,8,No,3.6
Sehore,Rehti,Pachama,Mixed-use,Government,8852.8,61065690,7.5,2,1,5302,13,No,17.3
Sehore,Sehore,Harpura Mal,Mixed-use,Cooperative,10674.9,49184799,5.0,3,3,252,5,Yes,5.0
Sehore,Ichhawar,Jawar,Mixed-use,Institutional,13436.6,100838831,5.0,3,1,9931,9,Yes,19.5
Sehore,Budhni,Kothrikalan,Commercial,Cooperative,226.9,234921,5.0,3,2,863,11,No,18.6
Sehore,Ichhawar,Bamuliya Kalan,Residential,Institutional,11138.6,70069366,5.0,3,5,9290,2,Yes,6.1
Sehore,Ashta,Pipalia,Mixed-use,Cooperative,4875.2,40020842,7.5,3,1,593,10,No,12.9
Sehore,Sehore,Dewas Naka,Commercial,Government,4509.0,4918653,7.5,2,0,8546,3,Yes,6.8
Sehore,Jawar,Ichhawar,Mixed-use,Cooperative,14900.4,65932142,5.0,3,4,10215,7,Yes,18.3
Sehore,Ashta,Dhaturiya Khurd,Agricultural,Cooperative,8046.5,64651809,5.0,3,5,6021,4,Yes,9.0
Sehore,Sehore,Sonda,Residential,Cooperative,8612.3,76006700,5.0,3,0,5122,4,No,9.9
Sehore,Budhni,Harpura,Agricultural,Government,14468.3,90472995,6.0,3,3,1638,1,Yes,10.0
Sehore,Shyampur,Bankheri,Commercial,Private,7485.2,65611168,5.0,2,3,1461,13,Yes,19.3
Sehore,Ichhawar,Doraha Mal,Agricultural,Private,8894.5,45585124,5.0,2,3,710,4,No,14.7
Sehore,Nasrullaganj,Kankariya,Agricultural,Cooperative,4356.2,25577296,6.0,3,3,470,8,No,17.3
Sehore,Jawar,Karadiya,Residential,Private,10402.1,49550281,6.0,2,4,1218,13,No,12.6
Sehore,Rehti,Kurawar,Industrial,Government,14418.3,33618712,7.5,3,0,4440,6,No,3.9
Sehore,Nasrullaganj,Rehti,Mixed-use,Private,8410.5,32230230,5.0,3,2,8972,12,Yes,14.6
Sehore,Budhni,Harpura Khurd,Industrial,Institutional,4127.0,30565113,6.0,3,1,9917,11,Yes,18.4
Sehore,Ashta,Rasuliya Khurd,Industrial,Cooperative,120.2,394310,7.5,2,0,11794,5,No,17.9
Sehore,Budhni,Bijepur,Agricultural,Private,14917.4,44590444,7.5,2,1,1384,13,Yes,13.7
Sehore,Sehore,Pipalkheda,Commercial,Private,3639.1,14461688,7.5,3,5,4616,11,Yes,13.2
Sehore,Ashta,Kothrikalan,Industrial,Institutional,2429.1,15989590,5.0,3,2,11388,7,Yes,17.4
Sehore,Jawar,Magarda,Industrial,Government,3065.3,25933433,7.5,3,2,4369,14,Yes,10.1
Sehore,Ashta,Jhal,Industrial,Private,7623.4,66473276,7.5,3,0,9824,3,Yes,19.6
Sehore,Budhni,Kalapipal Road,Mixed-use,Private,8149.5,55278762,7.5,3,1,1342,2,Yes,13.6
Sehore,Ichhawar,Badiyakhedi,Industrial,Private,1516.0,8030117,7.5,3,4,820,6,Yes,16.0
Sehore,Jawar,Banet,Residential,Private,8942.5,37793000,6.0,3,5,11063,3,Yes,0.5
Sehore,Jawar,Kalapipal Road,Industrial,Private,7182.6,61883728,6.0,3,2,7918,12,Yes,17.3
Sehore,Ichhawar,Rasuliya Kalan,Commercial,Private,6701.4,10106967,6.0,2,4,9426,6,Yes,11.6
Sehore,Sehore,Jamuniya,Industrial,Cooperative,2053.5,8747009,5.0,3,5,9490,7,Yes,7.3
Sehore,Ashta,Chandbad,Industrial,Private,11118.8,37911271,5.0,3,3,9151,15,No,0.2
Sehore,Sehore,Sewas,Industrial,Private,5013.2,37603046,6.0,2,0,6541,7,Yes,8.7
Sehore,Ashta,Bhatkhedi,Residential,Government,10985.5,88947346,5.0,3,2,181,10,Yes,0.3
Sehore,Jawar,Pipliya Khurd,Residential,Private,14827.5,21790762,7.5,2,5,522,3,No,2.8
Sehore,Nasrullaganj,Magarda,Commercial,Government,11529.5,53964336,6.0,3,5,9838,6,Yes,17.2
Sehore,Ichhawar,Pipalkheda,Residential,Private,9379.4,49406639,5.0,2,3,5765,15,No,18.7
Sehore,Rehti,Bamuliya,Agricultural,Government,734.2,2413051,7.5,3,5,4724,15,No,4.6
Sehore,Budhni,Bherunda,Mixed-use,Private,9488.9,18657122,7.5,3,2,10359,6,Yes,5.7
Sehore,Nasrullaganj,Dhodal,Industrial,Cooperative,2421.0,5672383,7.5,3,1,2070,8,No,1.1
Sehore,Sehore,Pachama,Residential,Government,14545.1,62065548,6.0,2,2,8926,7,Yes,9.0
Sehore,Nasrullaganj,Mogra,Commercial,Cooperative,13534.8,57507203,5.0,2,2,1080,6,No,0.6
Sehore,Rehti,Bankheri,Residential,Private,6663.0,42877244,7.5,2,3,8193,13,Yes,6.4
Sehore,Ashta,Kachnariya,Mixed-use,Cooperative,8615.5,34353078,5.0,3,2,1279,4,Yes,11.9
Sehore,Nasrullaganj,Ralayati,Mixed-use,Institutional,924.7,3701583,6.0,3,1,1640,11,No,13.9
Sehore,Shyampur,Kherdi,Residential,Institutional,10862.4,21560408,7.5,2,5,8646,11,No,8.8
Sehore,Nasrullaganj,Ladkheda,Mixed-use,Government,6490.9,26656478,5.0,2,1,5330,12,No,5.4
Sehore,Shyampur,Pipalkheda,Mixed-use,Private,5663.9,26901596,5.0,2,5,11421,8,No,16.0
Sehore,Budhni,Bijepur,Agricultural,Government,12844.6,95636853,5.0,2,1,468,10,No,8.7
Sehore,Jawar,Ladkui,Commercial,Government,10377.8,60498787,6.0,2,5,2233,4,No,5.9
Sehore,Ashta,Banet,Mixed-use,Government,4886.6,34717791,6.0,3,3,10164,14,Yes,5.2
Sehore,Shyampur,Gopalpur,Commercial,Government,3419.6,18053231,6.0,2,0,2289,4,Yes,0.5
Sehore,Budhni,Bamuliya,Residential,Private,6395.3,16059820,5.0,3,2,2315,4,No,9.9
Sehore,Budhni,Kachnariya Kalan,Mixed-use,Government,13350.7,14321861,7.5,3,2,5310,14,Yes,6.6
Sehore,Nasrullaganj,Doraha Mal,Agricultural,Government,13458.8,19658349,6.0,3,3,9362,12,Yes,4.1
Sehore,Jawar,Bherunda,Residential,Private,10772.0,44669128,6.0,2,1,11083,3,Yes,15.5
Sehore,Sehore,Ladkheda Khurd,Commercial,Government,7432.0,35224078,5.0,2,0,6835,15,Yes,19.1
Sehore,Sehore,Dewas Naka,Industrial,Private,13888.7,63104679,5.0,3,0,3950,7,Yes,6.8
Sehore,Rehti,Dhaturiya,Mixed-use,Institutional,2098.3,6927142,7.5,2,5,7798,13,No,14.6
Sehore,Ichhawar,Dewas Naka,Agricultural,Private,10156.9,80730466,6.0,3,4,2786,7,No,8.5
Sehore,Rehti,Bilpank,Residential,Cooperative,12469.7,13845697,5.0,2,5,6682,4,No,12.7
Sehore,Sehore,Jetpura,Industrial,Private,4298.2,19696644,6.0,3,5,9654,4,Yes,10.5
Sehore,Jawar,Pipliya Khurd,Mixed-use,Cooperative,11248.5,86716293,7.5,3,4,1317,5,No,0.8
Sehore,Rehti,Karadiya,Residential,Institutional,8990.5,66561037,5.0,2,3,7201,5,Yes,2.6
Sehore,Jawar,Pipliya Khurd,Agricultural,Cooperative,1593.3,2878702,7.5,2,5,1759,6,No,11.3
Sehore,Rehti,Bilpank,Agricultural,Private,140.9,223450,7.5,3,3,11502,15,Yes,2.8
Sehore,Jawar,Pipliya Khurd,Mixed-use,Institutional,14090.6,47927340,7.5,2,2,6565,12,No,15.0
Sehore,Shyampur,Kothri,Mixed-use,Government,13642.2,27695616,6.0,3,0,5453,11,No,1.4
Sehore,Ashta,Badiyakhedi,Residential,Government,10492.8,31933185,7.5,3,3,5062,8,No,7.9
Sehore,Rehti,Pipliya,Industrial,Cooperative,9383.1,51972541,6.0,2,5,8923,4,Yes,17.1
Sehore,Shyampur,Kothrikalan,Commercial,Cooperative,12075.5,16972868,7.5,2,4,2355,7,Yes,7.7
Sehore,Ichhawar,Sehore City,Residential,Cooperative,4894.0,40164798,7.5,3,5,8349,7,No,6.7
Sehore,Sehore,Harpura Khurd,Agricultural,Institutional,13335.9,50896736,5.0,3,3,7110,5,Yes,0.2
Sehore,Sehore,Kukri,Industrial,Institutional,7853.6,58700632,7.5,2,2,11245,1,No,1.5
Sehore,Sehore,Harpura Kalan,Agricultural,Institutional,1669.1,4007510,6.0,3,2,1175,13,No,18.7
Sehore,Ashta,Patla,Commercial,Government,7976.9,66185893,6.0,2,4,3873,14,No,16.4
Sehore,Ashta,Kothri,Industrial,Private,14378.3,61333141,5.0,3,2,2571,15,Yes,10.3
Sehore,Sehore,Nasrullaganj,Commercial,Private,11975.9,43859056,5.0,2,0,10023,13,No,15.0
Sehore,Jawar,Khejra,Mixed-use,Private,8791.5,39263427,5.0,3,4,7992,14,No,2.8
Sehore,Nasrullaganj,Magarda,Commercial,Institutional,1714.0,6685677,7.5,3,4,265,5,No,18.3
Sehore,Shyampur,Pipalia,Agricultural,Cooperative,11296.7,55773433,7.5,2,4,5323,8,Yes,11.5
Sehore,Ashta,Magarda,Mixed-use,Private,2174.1,19264109,5.0,2,5,10158,5,No,3.0
Sehore,Ashta,Bilpank,Residential,Institutional,13677.3,79379177,5.0,3,4,4643,10,Yes,9.4
Sehore,Nasrullaganj,Kothrikalan,Residential,Government,1517.8,10552981,7.5,3,3,4730,9,No,9.3
Sehore,Rehti,Barkheda,Agricultural,Private,7741.2,34083619,6.0,2,1,110,9,Yes,16.8
Sehore,Rehti,Rasuliya Khurd,Mixed-use,Cooperative,10469.3,77973747,6.0,2,4,6935,3,Yes,13.0
Sehore,Jawar,Dhaturiya,Industrial,Private,11073.5,43017846,7.5,3,5,10252,13,No,3.4
Sehore,Sehore,Borkhedi,Agricultural,Government,1552.0,13746873,5.0,2,3,6650,3,Yes,13.2
Sehore,Budhni,Bhatkhedi,Residential,Private,7073.6,35404937,6.0,2,3,5977,14,No,11.3
Sehore,Sehore,Bamuliya Khurd,Mixed-use,Private,14008.8,117993439,5.0,2,3,11927,3,Yes,13.1
Sehore,Budhni,Mogra,Mixed-use,Private,14712.0,118743903,5.0,3,5,9441,1,Yes,14.2
Sehore,Sehore,Karadiya,Agricultural,Cooperative,910.0,7378804,6.0,3,3,9567,6,No,1.5
Sehore,Shyampur,Sonda Khurd,Industrial,Institutional,4763.0,27371948,5.0,2,3,3492,8,Yes,7.1
Sehore,Budhni,Harpura Khurd,Industrial,Private,8402.8,28737572,7.5,3,1,6685,14,Yes,10.2
Sehore,Shyampur,Sonda,Commercial,Private,12929.8,112177375,7.5,3,3,1348,3,Yes,11.9
Sehore,Budhni,Banet,Residential,Private,9510.0,34900912,5.0,2,1,9340,11,No,17.0
Sehore,Budhni,Pipliya,Commercial,Private,9760.9,47902931,6.0,3,5,9814,1,Yes,1.0
Sehore,Ichhawar,Amlaha,Industrial,Government,8875.0,19097475,7.5,2,1,4553,15,No,13.3
Sehore,Shyampur,Shyampur,Commercial,Institutional,740.0,3645712,6.0,3,4,3741,4,No,7.2
Sehore,Shyampur,Ashta,Industrial,Cooperative,3603.0,6530403,5.0,2,0,5340,6,No,12.7
Sehore,Rehti,Ralayati,Residential,Institutional,1974.5,3453229,6.0,2,4,4536,12,No,5.3
Sehore,Nasrullaganj,Bhatkhedi,Mixed-use,Government,1641.7,2644449,5.0,3,3,892,11,Yes,15.1
Sehore,Jawar,Rasuliya Khurd,Agricultural,Private,3040.9,16074298,6.0,2,2,10335,13,No,16.4
Sehore,Budhni,Rehti,Mixed-use,Cooperative,13184.9,60685796,6.0,2,1,3853,11,No,16.1
Sehore,Nasrullaganj,Harpura Kalan,Industrial,Institutional,4010.0,35330561,7.5,3,0,3849,14,No,14.5
Sehore,Sehore,Dewas Naka,Residential,Private,6525.5,55473627,7.5,3,3,3632,13,No,10.2
Sehore,Jawar,Bherunda,Agricultural,Cooperative,5541.5,36858444,5.0,2,5,7245,4,Yes,10.2
Sehore,Jawar,Rehti,Commercial,Private,5024.9,19829814,7.5,3,5,2731,14,Yes,4.6
Sehore,Nasrullaganj,Kurawar,Industrial,Institutional,1109.1,4187602,7.5,3,4,4104,10,No,16.0
Sehore,Ashta,Khejra Khurd,Commercial,Institutional,4431.2,18054505,6.0,3,3,2944,12,Yes,7.0
Sehore,Rehti,Bijepur,Agricultural,Private,13829.9,67717405,7.5,2,3,1092,8,Yes,6.8
Sehore,Ichhawar,Dhaturiya,Residential,Private,6115.0,33109614,7.5,3,0,3784,13,No,16.8
Sehore,Shyampur,Badiyakhedi,Residential,Institutional,12274.1,32246090,6.0,3,2,473,12,Yes,11.9
Sehore,Ichhawar,Mangrola,Industrial,Institutional,9993.4,89694419,5.0,2,1,7009,14,No,19.4
Sehore,Ashta,Bagmau,Mixed-use,Cooperative,10629.6,26545478,7.5,2,3,6228,8,No,2.5
Sehore,Sehore,Sonda Khurd,Industrial,Cooperative,14292.0,14463008,6.0,3,1,4602,3,Yes,2.8
Sehore,Ichhawar,Chandbad,Commercial,Institutional,9236.7,49450916,5.0,2,5,7221,7,Yes,17.8
Sehore,Shyampur,Harpura Kalan,Mixed-use,Private,1479.3,11707113,7.5,2,2,2503,11,No,5.6
Sehore,Sehore,Bherunda,Agricultural,Institutional,481.4,1113785,5.0,3,0,7552,5,No,18.2
Sehore,Sehore,Kankariya,Commercial,Cooperative,12218.3,22974673,6.0,2,3,2151,7,Yes,1.4
Sehore,Rehti,Rasuliya Khurd,Industrial,Institutional,5391.7,38084105,7.5,2,3,11278,8,No,17.0
Sehore,Nasrullaganj,Kurawar,Agricultural,Private,472.8,3980197,7.5,3,0,2981,12,No,6.9
Sehore,Jawar,Khejra,Agricultural,Institutional,13135.1,55097036,5.0,2,4,8830,4,Yes,6.1
Sehore,Jawar,Bilpank,Residential,Institutional,13883.3,44536885,7.5,2,2,11299,8,No,11.6
Sehore,Jawar,Kothrikalan,Agricultural,Private,1787.7,11751371,7.5,3,4,8521,8,No,4.4
Sehore,Ichhawar,Doraha Mal,Residential,Institutional,288.3,1031493,5.0,3,3,10709,7,No,2.0
Sehore,Jawar,Jawar,Mixed-use,Institutional,7570.6,11190833,7.5,3,1,1455,5,Yes,11.7
Sehore,Rehti,Kurawar,Residential,Institutional,3494.3,16951019,6.0,2,5,1752,13,Yes,9.8
Sehore,Budhni,Gunaur,Industrial,Private,756.4,4819103,7.5,3,3,4984,3,No,15.2
Sehore,Ashta,Sonda,Mixed-use,Private,2210.4,9775516,7.5,2,1,11870,2,No,18.8
Sehore,Ichhawar,Bankheri,Residential,Cooperative,575.9,1426786,5.0,2,4,7123,14,No,19.5
Sehore,Rehti,Budhni,Agricultural,Government,2589.5,17937994,5.0,3,1,497,7,No,9.7
Sehore,Budhni,Karadiya,Residential,Institutional,4850.8,27700917,5.0,2,0,6633,7,Yes,4.2
Sehore,Ichhawar,Paraswada,Commercial,Government,4225.9,5291069,6.0,2,4,2187,3,Yes,1.0
Sehore,Sehore,Chandbad,Residential,Private,14416.3,99663941,5.0,2,0,3453,5,No,4.3
Sehore,Budhni,Salkanpur,Commercial,Government,5505.2,28275727,5.0,2,1,4035,12,No,6.8
Sehore,Sehore,Jetpura Khurd,Agricultural,Institutional,1963.5,6743119,7.5,3,2,4931,10,No,8.6
Sehore,Ashta,Bhopal Pura,Agricultural,Cooperative,6486.6,20374291,7.5,2,5,9607,6,Yes,8.8
Sehore,Shyampur,Rasuliya Kalan,Industrial,Government,4208.8,23496835,7.5,3,1,10238,8,Yes,7.2
Sehore,Budhni,Dhodal,Commercial,Cooperative,14729.0,62366615,6.0,2,2,8044,13,No,19.2
Sehore,Rehti,Bagwada,Mixed-use,Private,9324.3,40397021,6.0,2,2,7795,13,No,4.5
Sehore,Sehore,Kherdi,Agricultural,Government,4385.1,19874376,6.0,3,3,11841,6,Yes,6.8
Sehore,Sehore,Paraswada,Mixed-use,Institutional,11239.2,25094524,5.0,3,3,9755,3,No,2.2
Sehore,Shyampur,Bilkisganj,Commercial,Cooperative,12962.1,85326097,6.0,2,5,10294,9,Yes,6.5
Sehore,Jawar,Bamuliya Mal,Agricultural,Cooperative,8264.0,41333969,6.0,2,5,9515,1,No,15.7
Sehore,Sehore,Mangrola,Commercial,Institutional,8517.4,48735725,5.0,2,3,1625,6,Yes,13.5
Sehore,Budhni,Pandharinath,Industrial,Government,10444.0,17828701,5.0,2,3,3461,8,Yes,7.7
Sehore,Shyampur,Doraha Mal,Commercial,Private,14149.3,45149814,7.5,3,3,9124,15,Yes,11.2
Sehore,Ichhawar,Badiyakhedi,Agricultural,Government,1837.9,16235452,6.0,3,1,9751,13,No,15.7
Sehore,Shyampur,Pipalkheda,Commercial,Institutional,9665.3,74486881,7.5,2,3,11560,5,No,15.0
Sehore,Jawar,Salkanpur,Mixed-use,Private,6943.3,48494852,7.5,3,0,3576,7,No,10.2
Sehore,Budhni,Jetpura Kalan,Residential,Government,9659.1,63944469,6.0,3,4,7589,2,No,9.1
Sehore,Ashta,Sonda,Mixed-use,Government,3339.3,9234464,5.0,2,0,6433,2,Yes,7.1
Sehore,Ashta,Barkheda,Industrial,Government,8549.9,27161914,7.5,2,0,3239,4,Yes,5.5
Sehore,Nasrullaganj,Ladkui,Industrial,Cooperative,12511.8,78252947,5.0,3,4,1694,5,Yes,16.5
Sehore,Nasrullaganj,Kurawar,Residential,Private,12985.4,64264620,5.0,2,0,4163,15,Yes,2.2
Sehore,Ashta,Pathar,Mixed-use,Private,11593.2,16004241,6.0,2,0,2516,9,No,17.1
Sehore,Budhni,Ladkheda,Mixed-use,Private,11240.0,17746046,7.5,2,1,4833,3,Yes,19.1
Sehore,Jawar,Jetpura,Mixed-use,Institutional,4591.3,14182824,5.0,2,1,5280,4,Yes,8.6
Sehore,Shyampur,Bilpank,Residential,Cooperative,12573.0,105929301,5.0,2,4,6311,1,Yes,6.5
Sehore,Shyampur,Pandharinath,Residential,Cooperative,1810.8,14513997,7.5,2,4,11221,5,Yes,19.9
Sehore,Nasrullaganj,Khejra Khurd,Residential,Government,14562.1,75228336,7.5,2,2,1557,2,Yes,16.8
Sehore,Shyampur,Ladkheda Khurd,Agricultural,Institutional,2119.8,10337482,7.5,2,4,3541,7,No,17.0
Sehore,Rehti,Jamuniya,Industrial,Institutional,12914.0,32287304,5.0,2,4,1355,1,No,6.1
Sehore,Budhni,Bamuliya Mal,Industrial,Private,11754.3,105671707,5.0,2,5,2536,2,No,5.8
Sehore,Ashta,Doraha,Commercial,Private,13807.6,37865409,5.0,3,4,10920,7,Yes,7.8
Sehore,Sehore,Gunaur,Agricultural,Institutional,5110.1,45923052,5.0,3,5,5159,15,Yes,0.1
Sehore,Rehti,Pathar,Industrial,Private,14018.8,66341973,7.5,3,4,8663,15,No,8.6
Sehore,Nasrullaganj,Rampura,Mixed-use,Government,14718.9,18325091,5.0,3,3,7446,6,No,4.2
Sehore,Rehti,Rampura,Agricultural,Government,12787.9,31635363,7.5,2,3,2606,7,No,2.8
Sehore,Rehti,Ladkheda,Agricultural,Private,3944.1,31520135,6.0,2,5,751,2,No,17.2
Sehore,Nasrullaganj,Barkheda,Commercial,Private,14803.5,59577937,7.5,3,1,4320,1,No,15.6
Sehore,Budhni,Sehore City,Residential,Cooperative,6184.9,35847931,7.5,3,0,8010,3,Yes,0.3
Sehore,Sehore,Dhaturiya,Commercial,Private,1896.0,15094915,7.5,2,1,3807,3,Yes,3.7
Sehore,Ichhawar,Pathar,Residential,Institutional,7108.0,56370887,7.5,2,2,9978,10,No,0.7
Sehore,Nasrullaganj,Kurawar,Residential,Institutional,6829.4,50675993,5.0,3,0,11593,2,Yes,7.0
Sehore,Ashta,Karadiya,Commercial,Institutional,14510.4,124055688,5.0,2,5,8743,10,Yes,18.5
Sehore,Ashta,Jhal,Agricultural,Private,9622.2,81673867,6.0,3,4,720,10,No,10.5
Sehore,Ashta,Paraswada,Mixed-use,Private,12784.2,15211115,6.0,2,4,4763,15,No,4.9
Sehore,Budhni,Bamuliya Kalan,Agricultural,Government,11816.7,60079752,5.0,3,2,7742,9,No,16.0
Sehore,Nasrullaganj,Ladkheda Khurd,Commercial,Private,2695.3,16528861,7.5,2,0,6366,4,No,10.0
Sehore,Ashta,Jetpura Khurd,Commercial,Cooperative,8410.0,60424767,7.5,2,0,3685,14,No,5.1
Sehore,Jawar,Ladkheda,Mixed-use,Private,4838.5,17686989,6.0,3,3,6146,10,No,14.0
Sehore,Ashta,Bijepur,Agricultural,Government,8672.6,59776470,6.0,3,4,10496,1,No,7.2
Sehore,Ichhawar,Sewas,Mixed-use,Cooperative,300.4,460640,5.0,3,2,6937,8,Yes,4.7
Sehore,Nasrullaganj,Bhatkhedi,Industrial,Private,1318.3,4675719,6.0,3,0,3698,7,Yes,6.0
Sehore,Ashta,Chandbad,Agricultural,Government,9554.5,48691892,5.0,3,5,6578,10,Yes,12.8
Sehore,Sehore,Bairagarh,Agricultural,Institutional,6940.7,53435823,5.0,3,0,8758,5,Yes,4.9
Sehore,Ichhawar,Bamuliya,Commercial,Government,4578.1,4752706,5.0,3,0,7494,12,Yes,6.2
Sehore,Rehti,Magarda,Commercial,Cooperative,9037.3,32724292,6.0,3,3,4666,14,Yes,7.7
